Term,Term Two,Definition,Closest MeSH term,Synonym 1,Synonym 2,Synonym 3,Abbreviation,UK Spelling,US Spelling,Noun Form of Word,Verb Form of Word,Adjective Form of Word,Adverb Form of Word,Commonly Associated Term 1,Commonly Associated Term 2,Commonly Associated Term 3,Commonly Associated Term 4,Commonly Associated Term 5,Commonly Associated Term 6,Commonly Associated Term 7,Commonly Associated Term 8
Quadriplegia,,"Paralysis affecting all four limbs, often due to cervical spinal cord injury or disease. Also known as tetraplegia.",Quadriplegia,tetraplegia,,,,,,quadriplegia,,quadriplegic,,paralysis,spinal cord injury,cervical spine,motor dysfunction,spinal cord,,,
Quantal neurotransmitter release,,The process by which neurotransmitters are released in discrete packets (quanta) from synaptic vesicles. Each quantum represents the contents of one vesicle.,Neurotransmitter Agents,quantal release,,,,,,,,quantal,,neurotransmitter,synaptic vesicle,synapse,exocytosis,quantum,synaptic transmission,vesicle fusion,presynaptic terminal
Quiescent state,,A resting or inactive phase of a neuron or glial cell in which there is minimal metabolic or electrical activity. Relevant in stem cell research and neuronal excitability.,Cell Cycle Checkpoints,G0 phase,resting state,,,,,quiescence,,quiescent,,cell cycle,resting potential,stem cell,neuronal excitability,metabolic activity,cell division,,
Quinine,,"An alkaloid that blocks certain ion channels, including voltage-gated potassium channels. Used experimentally in neurophysiology and to treat malaria.",Quinine,,,,,,,quinine,,,,ion channel,potassium channel,channel blocker,alkaloid,neurophysiology,voltage-gated channel,pharmacology,
Radial glial cell,,A type of glial cell present during brain development that serves as a scaffold for migrating neurons and acts as a neural progenitor cell.,Neuroglia,radial glia,,,,,,,,radial glial,,brain development,neuronal migration,neural progenitor,scaffold,cortical development,neurogenesis,,
Rasmussen's encephalitis,,"A rare chronic inflammatory neurological disorder that typically affects one hemisphere of the brain, causing seizures, progressive weakness, and cognitive decline.",Encephalitis,Rasmussen syndrome,,,,,,,,,,seizures,hemisphere,inflammation,epilepsy,cognitive decline,hemispherectomy,,
Receptor potential,,A change in membrane potential in a sensory receptor cell in response to a stimulus. It may trigger action potentials in sensory neurons.,Membrane Potentials,generator potential,,,,,,,,,,sensory receptor,membrane potential,action potential,transduction,sensory neuron,stimulus,,
Receptor tyrosine kinase,,"A class of receptors involved in cell growth and differentiation. In neuroscience, RTKs mediate responses to neurotrophic factors like BDNF and NGF.",Receptor Protein-Tyrosine Kinases,,,,RTK,,,,,,,cell growth,differentiation,neurotrophic factors,BDNF,NGF,signal transduction,phosphorylation,
Reelin,,A protein involved in regulating neuronal migration and positioning during brain development. Disruption is associated with lissencephaly and schizophrenia.,"Cell Adhesion Molecules, Neuronal",,,,,,,,,,,neuronal migration,brain development,lissencephaly,schizophrenia,cortical layering,extracellular matrix,,
Reflex,,"A rapid, automatic motor response to a stimulus, often mediated by the spinal cord without conscious brain involvement.",Reflex,,,,,,,reflex,,reflexive,reflexively,spinal cord,motor response,stimulus,automatic,reflex arc,sensory neuron,motor neuron,
Refractory period,,A brief period following an action potential during which a neuron is less excitable or unable to fire another action potential.,"Refractory Period, Electrophysiological",,,,,,,,,refractory,,action potential,absolute refractory period,relative refractory period,sodium channels,neuronal excitability,depolarization,,
Relative refractory period,,"The phase during which a neuron can fire another action potential, but only with a stronger-than-normal stimulus. Follows the absolute refractory period.","Refractory Period, Electrophysiological",,,,,,,,,,,action potential,refractory period,absolute refractory period,stimulus,neuronal excitability,hyperpolarization,potassium channels,
REM sleep,,"A sleep phase characterized by rapid eye movements, vivid dreams, muscle atonia, and heightened brain activity resembling wakefulness.","Sleep, REM",rapid eye movement sleep,paradoxical sleep,,REM,,,,,,,sleep,dreams,muscle atonia,rapid eye movement,sleep cycle,brain activity,memory consolidation,
Resting membrane potential,,"The baseline electrical potential across the neuron's membrane when it is not actively sending signals, typically around –70 mV in neurons.",Membrane Potentials,resting potential,,,RMP,,,,,,,membrane potential,neuron,ion channels,sodium-potassium pump,polarization,action potential,electrochemical gradient,
Reticular formation,,"A network of nuclei in the brainstem involved in regulating arousal, attention, sleep–wake cycles, and autonomic functions.",Reticular Formation,,,,,,,,,reticular,,brainstem,arousal,attention,sleep-wake cycle,autonomic function,consciousness,,
Retina,,A thin layer of tissue at the back of the eye that contains photoreceptors and neurons responsible for detecting light and initiating visual processing.,Retina,,,,,,,retina,,retinal,,photoreceptors,rods,cones,ganglion cells,visual processing,eye,optic nerve,
Retinotopy,,"An orderly representation of the visual field maintained throughout the visual pathways, including the visual cortex.",,retinotopic organization,retinotopic mapping,,,,,retinotopy,,retinotopic,retinotopically,visual field,visual cortex,visual pathways,topographic organization,spatial mapping,V1,,
Retrograde amnesia,,"A type of memory loss where individuals cannot recall past memories prior to a brain injury, while the ability to form new memories may be preserved.","Amnesia, Retrograde",,,,,,,,,,,memory loss,brain injury,amnesia,past memories,hippocampus,anterograde amnesia,,
Retrograde transport,,"The movement of materials from the axon terminal back to the cell body, typically via dynein motors. Used for recycling vesicles and transporting signals.",Axonal Transport,,,,,,,,,retrograde,,axonal transport,dynein,cell body,axon terminal,vesicles,anterograde transport,microtubules,
Rett syndrome,,"A rare neurodevelopmental disorder, primarily affecting females, caused by mutations in the MECP2 gene. Characterized by developmental regression, motor problems, and seizures.",Rett Syndrome,,,,RTT,,,,,,,MECP2,neurodevelopmental disorder,developmental regression,seizures,motor problems,autism spectrum,,
Reuptake,,"The process by which neurotransmitters are reabsorbed by the presynaptic neuron after being released, terminating synaptic transmission.",,neurotransmitter reuptake,,,,,,reuptake,,,,neurotransmitter,presynaptic neuron,synaptic transmission,transporter,synapse,SSRI,dopamine reuptake,serotonin reuptake
Reward system,,"A group of brain structures involved in motivation, pleasure, and reinforcement. Includes the ventral tegmental area, nucleus accumbens, and prefrontal cortex.",Reward,reward pathway,mesolimbic pathway,,,,,,,,,motivation,pleasure,dopamine,ventral tegmental area,nucleus accumbens,reinforcement,addiction,prefrontal cortex
Rhinal cortex,,A region of the medial temporal lobe that plays a key role in memory and object recognition. Includes the perirhinal and entorhinal cortices.,Entorhinal Cortex,,,,,,,,,rhinal,,medial temporal lobe,memory,object recognition,perirhinal cortex,entorhinal cortex,hippocampus,,
Rhombencephalon,,"Also known as the hindbrain, this embryonic brain region gives rise to the pons, medulla oblongata, and cerebellum.",Rhombencephalon,hindbrain,,,,,,,,,,hindbrain,pons,medulla oblongata,cerebellum,brain development,embryonic brain,brainstem,
Ribosome,,"A cellular organelle responsible for protein synthesis. In neurons, local ribosome activity occurs in dendrites and axons, supporting synaptic plasticity.",Ribosomes,,,,,,,ribosome,,ribosomal,,protein synthesis,translation,dendrites,axons,synaptic plasticity,mRNA,local protein synthesis,
Rostral,,"A directional term meaning ""toward the nose"" or front of the brain. Often used in anatomical descriptions of the central nervous system.",,anterior,,,,,,,,rostral,rostrally,anatomical direction,anterior,caudal,neuroanatomy,brain,central nervous system,,
Ruffini ending,,A slow-adapting mechanoreceptor found in the skin that detects skin stretch and contributes to proprioception and object manipulation.,,Ruffini corpuscle,,,,,,,,,,mechanoreceptor,skin,proprioception,stretch,touch,slow-adapting,somatosensory,
RUNX1,,A transcription factor involved in sensory neuron differentiation and pain signaling. Active during embryonic development and in peripheral nervous system patterning.,Core Binding Factor Alpha 2 Subunit,runt-related transcription factor 1,,,,,,,,,,transcription factor,sensory neuron,pain signaling,differentiation,peripheral nervous system,embryonic development,nociception,
Rigidity,,Rigidity is the medical term for involuntary muscle stiffness. It's a form of hypertonia.,Muscle Rigidity,,,,,,,,,,,,,,,,,,
Saltatory conduction,,"A process in which action potentials ""jump"" from one node of Ranvier to the next along a myelinated axon, greatly increasing conduction speed.",Neural Conduction,,,,,,,,,saltatory,,myelin,node of Ranvier,action potential,axon,conduction velocity,myelination,,
Schizophrenia,,"A severe mental disorder characterized by distortions in thinking, perception, emotions, and behavior. Associated with abnormalities in dopamine signaling and cortical connectivity.",Schizophrenia,,,,,,,schizophrenia,,schizophrenic,,dopamine,psychosis,hallucination,delusion,antipsychotic,cortical connectivity,positive symptoms,negative symptoms
Schwann cell,,"A type of glial cell in the peripheral nervous system that forms the myelin sheath around axons, aiding in rapid signal transmission.",Schwann Cells,,,,,,,,,,,peripheral nervous system,myelin sheath,glia,axon,nerve regeneration,,,
Second messenger,,"A molecule generated inside a cell in response to a neurotransmitter or hormone binding to a receptor. Examples include cAMP, IP₃, and Ca²⁺.",Second Messenger Systems,,,,,,,,,,,cAMP,calcium,IP3,signal transduction,G-protein,intracellular signaling,,
Seizure,,"A sudden, uncontrolled electrical disturbance in the brain that can cause changes in behavior, movements, or consciousness.",Seizures,convulsion,,,,,,seizure,,,,epilepsy,convulsion,EEG,anticonvulsant,neuronal excitability,epileptiform activity,,
Selective serotonin reuptake inhibitor,,A class of antidepressants that increase serotonin levels in the synaptic cleft by blocking its reabsorption into the presynaptic neuron.,Selective Serotonin Reuptake Inhibitors,,,,SSRI,,,,,,,serotonin,antidepressant,depression,synaptic cleft,reuptake,anxiety disorder,,
Semantic memory,,"A type of long-term memory involving general world knowledge, facts, and concepts, distinct from episodic memory.",,,,,,,,,,semantic,semantically,long-term memory,episodic memory,declarative memory,knowledge,concepts,temporal lobe,,
Sensory neuron,,"A neuron that responds to external stimuli such as light, touch, sound, or chemical signals and transmits sensory information to the central nervous system.",Sensory Receptor Cells,afferent neuron,,,,,,,,sensory,,afferent,receptor,sensory system,central nervous system,dorsal root ganglion,transduction,,
Sensory cortex,,A region of the cerebral cortex involved in processing incoming sensory information. Includes the primary somatosensory cortex and adjacent areas.,Sensory Cortex,,,,,,,,,,,cerebral cortex,somatosensory cortex,sensory processing,visual cortex,auditory cortex,,,
Sensory gating,,"A process by which the brain filters out redundant or unnecessary stimuli from all the sensory inputs, often studied in schizophrenia research.",Sensory Gating,,,,,,,,,,,sensory filtering,schizophrenia,attention,P50,auditory processing,,,
Sensory map,,"An organized representation of sensory information in the brain. For example, the somatotopic map in the primary somatosensory cortex.",,,,,,,,,,,,somatotopy,retinotopy,tonotopy,sensory cortex,homunculus,cortical organization,,
Serotonin,,"A neurotransmitter involved in mood, sleep, appetite, and cognition. Dysregulation of serotonin systems is linked to depression and anxiety disorders.",Serotonin,5-hydroxytryptamine,,,5-HT,,,,,serotonergic,,neurotransmitter,mood,depression,SSRI,raphe nuclei,sleep,anxiety,
Short-term memory,,"The capacity to hold a small amount of information in an active, readily accessible state for a short period of time. Often contrasted with long-term memory.","Memory, Short-Term",,,,STM,,,,,,,working memory,long-term memory,memory consolidation,prefrontal cortex,attention,,,
Sleep spindle,,A burst of oscillatory brain activity visible on an EEG during Stage 2 non-REM sleep. Thought to play a role in memory consolidation.,,,,,,,,,,,,sleep,EEG,non-REM sleep,memory consolidation,thalamus,oscillation,,
Somatic nervous system,,A component of the peripheral nervous system responsible for voluntary control of body movements via skeletal muscles.,,,,,,,,,,somatic,,peripheral nervous system,skeletal muscle,voluntary movement,motor neuron,sensory neuron,,,
Somatosensory system,,"The part of the sensory system concerned with the conscious perception of touch, pressure, pain, temperature, position, movement, and vibration.",,,,,,,,,,somatosensory,,touch,pain,proprioception,mechanoreceptor,somatosensory cortex,dorsal column,spinothalamic tract,
Spasticity,,"A condition of increased muscle tone (hypertonia) and exaggerated reflexes, often resulting from damage to upper motor neurons.",Muscle Spasticity,,,,,,,spasticity,,spastic,,hypertonia,upper motor neuron,reflex,muscle tone,cerebral palsy,stroke,,
Spatial memory,,The part of memory responsible for recording information about one's environment and spatial orientation. Heavily dependent on the hippocampus.,Spatial Memory,,,,,,,,,spatial,spatially,hippocampus,place cells,navigation,spatial orientation,cognitive map,entorhinal cortex,,
Spike-timing-dependent plasticity,Spiketimingdependent plasticity,A form of synaptic plasticity in which the timing of neuronal spikes determines whether synapses are strengthened or weakened.,Neuronal Plasticity,,,,STDP,,,,,,,synaptic plasticity,Hebbian learning,long-term potentiation,action potential,synaptic strength,temporal coding,,
Spinal cord,,The part of the central nervous system housed within the vertebral column. It transmits signals between the brain and the rest of the body and controls reflexes.,Spinal Cord,,,,,,,,,spinal,,central nervous system,vertebral column,reflex,white matter,gray matter,spinal nerve,,
Split-brain,,"A condition resulting from surgical severing of the corpus callosum, often performed to treat severe epilepsy. Reveals the functional specialization of brain hemispheres.",,,,,,,,,,,,corpus callosum,callosotomy,epilepsy,hemispheric lateralization,interhemispheric communication,,,
Stellate cell,,"A star-shaped neuron, often GABAergic, found in regions like the cerebellum and somatosensory cortex.",,star cell,,,,,,,,stellate,,cerebellum,GABA,interneuron,somatosensory cortex,inhibitory neuron,,,
Stiles-Crawford effect,StilesCrawford effect,A phenomenon in visual perception where light rays entering the eye near the center of the pupil are more effective in eliciting a visual response than those entering near the edge.,,,,,SCE,,,,,,,visual perception,pupil,photoreceptor,retina,waveguide,,,
Striatum,,"A major component of the basal ganglia, involved in movement, reward, and procedural learning. Composed of the caudate nucleus and putamen.",Corpus Striatum,,,,,,,,,striatal,,basal ganglia,caudate nucleus,putamen,dopamine,motor control,reward,procedural learning,
Stroke,,"A condition where poor blood flow to the brain results in cell death. Symptoms depend on the affected brain region and may include paralysis, speech impairment, and memory loss.",Stroke,cerebrovascular accident,,,CVA,,,,,,,ischemia,hemorrhage,infarct,paralysis,aphasia,cerebral blood flow,,
Subarachnoid space,,"The area between the arachnoid mater and the pia mater, filled with cerebrospinal fluid that cushions the brain and spinal cord.",Subarachnoid Space,,,,,,,,,subarachnoid,,cerebrospinal fluid,arachnoid mater,pia mater,meninges,subarachnoid hemorrhage,,,
Substantia nigra,,A midbrain structure involved in movement and reward. Degeneration of dopaminergic neurons here leads to Parkinson's disease.,Substantia Nigra,,,,SN,,,,,nigral,,midbrain,dopamine,Parkinson's disease,basal ganglia,motor control,reward,neuromelanin,
Sulcus,,A groove on the surface of the cerebral cortex that separates adjacent gyri. Prominent sulci define major brain lobes and landmarks.,,cortical sulcus,,,,,,sulcus,,,,gyrus,cerebral cortex,cortical folding,brain anatomy,,,,
Superior colliculus,,A structure in the midbrain involved in visual processing and control of eye movements. Part of the tectum.,Superior Colliculi,,,,SC,,,,,,,midbrain,tectum,eye movement,visual processing,saccade,visuomotor,,
Supplementary motor area,,"A region of the medial frontal cortex involved in the planning and coordination of complex, internally generated movements. The SMA contributes to motor sequence initiation, bimanual coordination, and motor imagery.",Supplementary Motor Area,,,,SMA,,,,,,,motor cortex,motor planning,frontal cortex,motor sequence,bimanual coordination,motor imagery,,
Synapse,,The junction between two neurons (or between a neuron and another cell) where information is transmitted via neurotransmitters or electrical signals.,Synapses,synaptic junction,,,,,,synapse,synapse,synaptic,synaptically,neurotransmitter,synaptic cleft,presynaptic,postsynaptic,synaptic transmission,chemical synapse,electrical synapse,
Synaptic cleft,,The small space between the presynaptic and postsynaptic neurons across which neurotransmitters are released.,Synaptic Cleft,,,,,,,,,,,synapse,neurotransmitter,presynaptic,postsynaptic,synaptic transmission,,,
Synaptic plasticity,,"The ability of synapses to strengthen or weaken over time, based on activity levels. It underlies learning and memory.",Neuronal Plasticity,,,,,,,,,,,learning,memory,long-term potentiation,long-term depression,synaptic strength,Hebbian plasticity,,
Synaptogenesis,,The formation of new synapses between neurons. It occurs extensively during development and continues throughout life in certain brain regions.,,,,,,,,synaptogenesis,,,,synapse,development,neuronal growth,plasticity,axon,dendrite,,
Synaptopathy,,"A disorder of synaptic function, often implicated in neurodevelopmental and neurodegenerative diseases such as autism and Alzheimer's disease.",,synaptic dysfunction,,,,,,synaptopathy,,,,synapse,Alzheimer's disease,autism,neurodevelopmental disorder,neurodegeneration,,,
Syringomyelia,,"A condition in which a cyst forms within the spinal cord, potentially damaging nerve fibers and leading to pain, weakness, and sensory loss.",Syringomyelia,,,,,,,,,,,spinal cord,cyst,syrinx,central canal,Chiari malformation,pain,,
Syncope,,Syncope is a medical term for fainting or passing out," wherein a person becomes unconscious, goes limp, and quickly recovers.",Syncope,,,,,,,,,,,,,,,,,,,
Tactile agnosia,,"The inability to recognize objects by touch, despite intact somatosensation. Often results from lesions in the parietal lobe.",Agnosia,astereognosis,tactile object agnosia,,,,,,,tactile,,parietal lobe,somatosensation,touch,object recognition,sensory deficit,stereognosis,,
Tardive dyskinesia,,"A neurological disorder characterized by involuntary, repetitive movements, typically of the face or limbs. Often a side effect of long-term use of antipsychotic medications.",Tardive Dyskinesia,,,,TD,,,,,,,antipsychotic medication,involuntary movement,movement disorder,extrapyramidal symptoms,dopamine receptor,basal ganglia,,
Tau protein,,A microtubule-associated protein involved in stabilizing neuronal cytoskeletons. Abnormal tau aggregation is a hallmark of Alzheimer's disease and other tauopathies.,tau Proteins,,,,,,,,,,,microtubule,cytoskeleton,Alzheimer's disease,tauopathy,neurofibrillary tangle,neurodegeneration,protein aggregation,
Tectum,,"The dorsal part of the midbrain, containing structures such as the superior colliculus and inferior colliculus, involved in visual and auditory reflexes.",Tectum Mesencephali,tectal plate,,,,,,,,tectal,,midbrain,superior colliculus,inferior colliculus,visual reflex,auditory reflex,brainstem,,
Telencephalon,,"The anterior part of the forebrain that develops into the cerebral hemispheres. It contains the cerebral cortex, basal ganglia, and limbic system structures.",Telencephalon,endbrain,,,,,,,,telencephalic,,forebrain,cerebral hemisphere,cerebral cortex,basal ganglia,limbic system,brain development,,
Temporal lobe,,"A lobe of the cerebral cortex involved in auditory processing, language comprehension, memory, and emotion.",Temporal Lobe,,,,,,,,,temporal,,auditory processing,hippocampus,memory,language comprehension,emotion,cerebral cortex,,
Thalamus,,"A deep brain structure that serves as a major relay center, transmitting sensory and motor signals to the cerebral cortex. It also plays a role in consciousness and alertness.",Thalamus,,,,,,,,,thalamic,,relay center,sensory processing,motor control,consciousness,diencephalon,cerebral cortex,alertness,
Theta wave,,"A type of brainwave oscillation in the 4–8 Hz range, typically associated with light sleep, meditation, and memory encoding processes.",Theta Rhythm,theta rhythm,theta oscillation,,,,,,,,,brainwave,EEG,hippocampus,memory encoding,sleep,meditation,neural oscillation,
Third ventricle,,"A narrow cavity in the brain located between the two halves of the diencephalon, connected to the lateral and fourth ventricles and filled with cerebrospinal fluid.",Third Ventricle,,,,,,,,,,,diencephalon,cerebrospinal fluid,ventricular system,lateral ventricle,fourth ventricle,brain ventricle,,
Thoracic spinal cord,,The portion of the spinal cord that corresponds to the thoracic vertebrae. It controls trunk muscles and part of the sympathetic nervous system.,Thoracic Vertebrae,,,,,,,,,thoracic,,spinal cord,thoracic vertebrae,trunk muscle,sympathetic nervous system,spinal segment,,,
Tonic receptor,,"A sensory receptor that continues to fire throughout the duration of a stimulus. Contrasts with phasic receptors, which adapt quickly.",,slowly adapting receptor,,,,,,,,tonic,,sensory receptor,adaptation,phasic receptor,sustained response,mechanoreceptor,,,
Tonic-clonic seizure,,A type of generalized seizure involving an initial tonic phase of muscle stiffening followed by a clonic phase of rhythmic jerking. Often accompanied by loss of consciousness.,Seizures,grand mal seizure,,,,,,,,,,epilepsy,seizure,convulsion,loss of consciousness,muscle contraction,generalized seizure,,
Top-down processing,,Perception driven by cognition — the brain applies what it knows and expects to what it sees. In contrast to bottom-up processing.,,conceptually-driven processing,,,,,,,,,,perception,cognition,attention,expectation,bottom-up processing,visual processing,,
Transcranial direct current stimulation,,A noninvasive brain stimulation technique that applies a low electrical current to the scalp to modulate neuronal excitability.,Transcranial Direct Current Stimulation,,,,tDCS,,,,,,,brain stimulation,neuromodulation,neuronal excitability,noninvasive,electrical current,cognitive enhancement,,
Transcranial magnetic stimulation,,A noninvasive method to stimulate or inhibit brain activity using magnetic fields. Used in both research and treatment for depression and other disorders.,Transcranial Magnetic Stimulation,,,,TMS,,,,,,,brain stimulation,neuromodulation,magnetic field,depression treatment,motor cortex,noninvasive,,
Transduction,,"The process of converting a physical stimulus (e.g., light, sound, touch) into an electrical signal in sensory receptors.",Signal Transduction,sensory transduction,,,,,,transduction,transduce,,,sensory receptor,stimulus,electrical signal,signal conversion,sensory processing,,,
Trigeminal nerve,,"The largest cranial nerve, responsible for sensation in the face and motor control of biting and chewing.",Trigeminal Nerve,cranial nerve V,fifth cranial nerve,,CN V,,,,,trigeminal,,cranial nerve,facial sensation,mastication,chewing,trigeminal neuralgia,brainstem,,
Trophic factor,,"A substance, such as nerve growth factor (NGF), that supports the growth, survival, and differentiation of neurons.",Nerve Growth Factors,neurotrophic factor,,,,,,,,trophic,,nerve growth factor,neuronal survival,neuronal differentiation,growth factor,neurodevelopment,BDNF,,
Tuberomammillary nucleus,,"A small cluster of histaminergic neurons in the hypothalamus involved in arousal, attention, and the sleep–wake cycle.",,,,,TMN,,,,,,,hypothalamus,histamine,arousal,sleep-wake cycle,attention,histaminergic neuron,,
Two-point discrimination,,The ability to distinguish two closely spaced tactile stimuli as separate. Used to assess somatosensory function.,,,,,,,,,,,,somatosensory function,tactile perception,sensory testing,touch,mechanoreceptor,spatial resolution,,
Transcutaneous Electrical Nerve Stimulation,,Transcutaneous electrical nerve stimulation (TENS) is a noninvasive intervention which involves attaching electrodes to the skin at the site of pain or near associated nerves and administering a gentle electrical current.,Transcutaneous Electrical Nerve Stimulation,,,,TENS,,,,,,,,,,,,,,,
Tremor,,"Tremor is a medical term for shaking in the hands, arms, legs, vocal cords, or other parts of the body.",Tremor,,,,,,,,,,,,,,,,,,,
Ultradian rhythm,,"A recurrent biological cycle that occurs more than once in 24 hours, such as stages of sleep. In neuroscience, it refers to shorter rhythms regulating hormonal release, arousal, or sleep cycles.",Circadian Rhythm,,,,,,,rhythm,,,,sleep,biological rhythm,circadian rhythm,hormonal release,arousal,REM cycle,NREM cycle,sleep-wake cycle
Unconditioned response,,"In classical conditioning, an automatic, reflexive response to an unconditioned stimulus (e.g., salivation to food). Studied in behavioral neuroscience.","Conditioning, Classical",,,,,,,response,,,,classical conditioning,unconditioned stimulus,reflex,behavioral neuroscience,Pavlovian conditioning,learning,automatic response,innate response
Unconsciousness,,"A state in which an individual is not aware of themselves or their surroundings. Can result from head injury, anesthesia, or metabolic dysfunction.",Unconsciousness,,,,,,,unconsciousness,,unconscious,,consciousness,awareness,coma,head injury,anesthesia,metabolic dysfunction,brain injury,altered consciousness
Uncus,,"A structure on the medial surface of the temporal lobe, part of the parahippocampal gyrus. It is involved in olfaction and is adjacent to the amygdala.",Temporal Lobe,,,,,,,,,uncal,,temporal lobe,parahippocampal gyrus,olfaction,amygdala,limbic system,olfactory processing,medial temporal lobe,
Undershoot,,The hyperpolarizing phase following an action potential where membrane potential temporarily becomes more negative than resting potential.,Action Potentials,afterhyperpolarization,,,,,,,,,,action potential,membrane potential,hyperpolarization,resting potential,repolarization,potassium channels,refractory period,
Unilateral neglect,,A neuropsychological condition following damage (typically to the right parietal lobe) in which patients ignore stimuli on one side of space.,Perceptual Disorders,hemispatial neglect,spatial neglect,contralateral neglect,,,,,,unilateral,,parietal lobe,spatial attention,hemispatial neglect,right hemisphere,visual neglect,attention deficit,neuropsychological disorder,
Unipolar depression,,"A mood disorder characterized by persistent low mood, lack of energy, and anhedonia, without manic episodes. Associated with altered activity in the prefrontal cortex and limbic structures.","Depressive Disorder, Major",major depressive disorder,clinical depression,,,,,depression,,,,mood disorder,prefrontal cortex,limbic system,anhedonia,neurotransmitter,serotonin,depression,major depression
Unipolar neuron,,A type of neuron with a single process extending from the cell body. Common in invertebrates and found in human sensory neurons.,Neurons,,,,,,,neuron,,,,sensory neuron,cell body,axon,invertebrate,peripheral nervous system,dorsal root ganglion,neuronal morphology,
Upper motor neuron,,"A neuron originating in the cerebral cortex or brainstem that transmits motor signals to lower motor neurons. Damage leads to spasticity, hyperreflexia, and weakness.",Motor Neurons,,,,UMN,,,neuron,,,,motor cortex,lower motor neuron,corticospinal tract,spasticity,hyperreflexia,motor control,pyramidal tract,cerebral cortex
Upregulation,,"An increase in the number or sensitivity of receptors on a neuron, often in response to reduced stimulation or drug exposure. A mechanism of plasticity.",Up-Regulation,,,,,,,upregulation,upregulate,,,receptor,synaptic plasticity,downregulation,neuroplasticity,drug tolerance,receptor sensitivity,homeostasis,adaptation
Utricle,,A structure within the vestibular system that detects linear acceleration and head position relative to gravity. Works in tandem with the saccule.,Saccule and Utricle,,,,,,,,,,,vestibular system,saccule,linear acceleration,gravity,balance,otolith organ,inner ear,macula
Uveitis,,"Inflammation of the uveal tract (including the iris, ciliary body, and choroid), which can cause visual disturbances and is sometimes associated with autoimmune neurological disorders.",Uveitis,,,,,,,,,uveal,,iris,ciliary body,choroid,inflammation,autoimmune disorder,visual disturbance,optic nerve,neuroimmunology
Vagus nerve,,"Cranial nerve X, responsible for parasympathetic control of the heart, lungs, and digestive tract. It also conveys sensory information from the viscera to the brainstem.",Vagus Nerve,cranial nerve X,tenth cranial nerve,,CN X,,,,,vagal,,parasympathetic nervous system,heart rate,digestion,brainstem,viscera,autonomic control,cranial nerve,vagal tone
Vasopressin,,"Also known as antidiuretic hormone (ADH), it regulates water balance and blood pressure. In the brain, vasopressin influences social behavior and memory.",Vasopressins,antidiuretic hormone,,,ADH,,,,,,,water balance,blood pressure,social behavior,memory,hypothalamus,posterior pituitary,hormone,osmoregulation
Ventral,,"A directional term meaning ""toward the front"" in the spinal cord or ""toward the bottom"" in the brain. Opposite of dorsal.",,anterior,,,,,,,,ventral,ventrally,dorsal,anatomical direction,spinal cord,brain anatomy,anterior,neuroanatomy,,
Ventral horn,,"The anterior portion of the spinal cord's gray matter, containing motor neurons that project to skeletal muscles.",Anterior Horn Cells,anterior horn,,,,,,,,,,spinal cord,motor neurons,gray matter,skeletal muscle,lower motor neuron,motor control,ventral root,
Ventral stream,,"A visual processing pathway (""what"" pathway) that travels from the occipital lobe to the temporal lobe and is involved in object recognition and form representation.",Visual Pathways,what pathway,ventral pathway,,,,,,,,,object recognition,temporal lobe,visual processing,dorsal stream,occipital lobe,form perception,visual cortex,inferotemporal cortex
Ventral tegmental area,,"A midbrain structure containing dopaminergic neurons that project to the nucleus accumbens and prefrontal cortex, central to reward and motivation.",Ventral Tegmental Area,,,,VTA,,,,,,,dopamine,reward,nucleus accumbens,prefrontal cortex,motivation,mesolimbic pathway,midbrain,addiction
Ventricles,,"A set of interconnected cavities in the brain filled with cerebrospinal fluid (CSF), which cushions the brain and maintains intracranial pressure.",Cerebral Ventricles,cerebral ventricles,brain ventricles,,,,,ventricle,,ventricular,,cerebrospinal fluid,CSF,lateral ventricle,third ventricle,fourth ventricle,intracranial pressure,choroid plexus,hydrocephalus
Vestibular system,,"The sensory system that contributes to balance, spatial orientation, and coordination of head and eye movements. Includes the semicircular canals and otolith organs.","Vestibule, Labyrinth",,,,,,,,,vestibular,,balance,spatial orientation,semicircular canals,otolith organs,inner ear,vestibulo-ocular reflex,utricle,saccule
Vestibulo-ocular reflex,Vestibuloocular reflex,"A reflex that stabilizes vision by producing eye movements in the opposite direction of head movement, allowing steady gaze.","Reflex, Vestibulo-Ocular",,,,VOR,,,,,,,eye movement,gaze stabilization,vestibular system,head movement,visual stability,semicircular canals,oculomotor control,reflex
Vesicle,,"A small, intracellular, membrane-enclosed sac. In neurons, vesicles are essential for sequestering, transporting, storing, and releasing various substances.",Synaptic Vesicles,,,,,,,vesicle,,vesicular,,neurotransmitter,synaptic transmission,synaptic cleft,exocytosis,presynaptic terminal,neurotransmitter release,synapse,vesicular transport
Vesicular transport,,The process by which neurotransmitters are packaged into synaptic vesicles and transported to the axon terminal for release.,Biological Transport,,,,,,,,,,,synaptic vesicle,neurotransmitter,axon terminal,vesicle,exocytosis,endocytosis,synaptic transmission,membrane trafficking
Visual cortex,,The region of the cerebral cortex responsible for processing visual information. Includes primary visual cortex (V1) and surrounding higher-order visual areas.,Visual Cortex,,,,,,,,,,,primary visual cortex,V1,occipital lobe,visual processing,striate cortex,extrastriate cortex,vision,visual perception
